Timestamp,What is your Rice Purity Test Score?,What is your sexuality?,What is your sex?,What gender do you identify with?,Are you transgender?,What is your age?,How would you define yourself politically?,Would you consider yourself religious?,How concerned are you about climate change?,Select the drugs below you think should be decriminalized:,Do you think the police service funding should be:,How many times a week do you masturbate?,How often do you have sex in a month?,"Would you consider yourself ""sexually free""?",Would you describe yourself as a kinky person?,Do you think your parents be disappointed in you if they knew the details of your sex life?,How scared are you of catching STDs/STIs?,How scared are you of having/causing an unwanted pregnancy?,What is the highest education level you have completed OR are currently pursuing?,How many years have you lived apart from your parents?,What is your annual income?,Would you say you are a(n):,Would you consider yourself a healthy person?
11/15/2020 22:56:04,88,Questioning,Female,Female,No,22,Left,Maybe,Very concerned,Marijuana,Lessened,2 - 4,I have never had sex,Maybe,No,I don't know,A little scared,Not at all scared,Doctoral Degree,3 - 5,"$10,001 - $30,000",Introvert,Maybe
11/15/2020 22:56:10,97,Heterosexual,Female,Female,No,18,Left,Maybe,Very concerned,"Marijuana, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,Maybe,No,Yes,Decently scared,Very scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:56:30,23,Heterosexual,Female,Female,No,19,Center,Maybe,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,0,3 - 8 times,Yes,Yes,Yes,Not at all scared,Somewhat scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Ambivert,Maybe
11/15/2020 22:56:49,42,Bisexual,Female,Non-binary,Yes,18,Left,Maybe,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,9 - 15 times,Maybe,Yes,Yes,Not at all scared,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Maybe
11/15/2020 22:57:53,88,Heterosexual,Female,Female,No,21,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,I have never had sex,No,No,No,A little scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/15/2020 22:58:36,70,Bisexual,Male,Male,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,7 - 10,I have never had sex,Maybe,Yes,No,A little scared,A little scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 22:58:37,87,Bisexual,Female,Female,No,18,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,2 - 4,I have never had sex,Maybe,No,No,A little scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 23:00:41,41,Pansexual,Female,Female,No,39,Left,No,Decently concerned,"Marijuana, Psychedelics",Increased,2 - 4,1 - 2 times,Maybe,Yes,I don't know,A little scared,Not at all scared,Bachelor's Degree (4 year),10+,"$10,001 - $30,000",Introvert,Maybe
11/15/2020 23:01:22,89,Bisexual,"I'm AFAB, but I have PCOS, which some people believe to be a qualifier to be intersex, with it being up to the person with PCOS to decide whether or not they identify as such; I'm still deciding how I feel about calling myself intersex. If you want to for ease, change my answer to ""female"" or ""prefer not to say""","Questioning, though I'm AFAB and feel a connection to femininity (though maybe not entirely)",No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,I have never had sex,No,Yes,Yes,A little scared,A little scared,Associate's Degree (2 year),0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,No
11/15/2020 23:01:28,90,Homosexual,Female,Male,Yes,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,0,I have never had sex,Maybe,No,No,Not at all scared,Not Applicable,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,No
11/15/2020 23:01:45,39,Bisexual,Female,Female,No,40,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,1,3 - 8 times,No,No,Yes,Not at all scared,Not at all scared,Master's Degree,6 - 10,"$50,001 - $80,000",Introvert,No
11/15/2020 23:02:06,55,Bisexual,Female,Female,No,19,Left,Maybe,Very concerned,"Marijuana, Psychedelics",Abolished,10+,I have never had sex,Yes,Yes,Yes,Somewhat scared,Very scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/15/2020 23:02:56,83,Bisexual,Female,Female,No,19,Left,No,Decently concerned,Marijuana,Left the way it is,1,I have never had sex,No,No,Yes,Decently scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Ambivert,Maybe
11/15/2020 23:03:55,40,Questioning,Female,Female,No,24,Left,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,1 - 2 times,Maybe,Yes,I don't know,Not at all scared,Absolutely terrified,Bachelor's Degree (4 year),6 - 10,"$30,001 - $50,000",Ambivert,Yes
11/15/2020 23:04:01,50,Homosexual,Female,Female,No,25,Left,No,Decently concerned,Marijuana,Lessened,5 - 7,15 - 25 times,Yes,No,I don't know,Not at all scared,Not Applicable,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/15/2020 23:05:04,29,Heterosexual,Male,Male,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,Yes,A little scared,Very scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Introvert,No
11/15/2020 23:05:56,86,asexual homoromantic,Female,Female,No,19,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,I have never had sex,Maybe,Yes,No,Not at all scared,Not Applicable,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Yes
11/15/2020 23:06:17,26,Heterosexual,Female,Female,No,22,Left,Yes,Somewhat concerned,"Marijuana, Psychedelics",Lessened,2 - 4,3 - 8 times,Yes,No,Yes,A little scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Extrovert,Yes
11/15/2020 23:06:35,80,Heterosexual,Male,Male,No,23,Center,Yes,Somewhat concerned,I don't think any of these drugs should be decriminalized,Lessened,2 - 4,I have never had sex,Yes,Yes,I don't know,A little scared,Decently scared,Master's Degree,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/15/2020 23:06:52,32,Questioning,Female,Female,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,3 - 8 times,Maybe,Yes,Yes,Not at all scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$10,001 - $30,000",Ambivert,Maybe
11/15/2020 23:07:07,69,Heterosexual,Female,Female,No,16,Center,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Highly increased,2 - 4,I have never had sex,Maybe,Yes,No,Not at all scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/15/2020 23:07:14,55,Bisexual,Female,Female,No,19,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,Yes,Decently scared,Very scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Maybe
11/15/2020 23:07:38,44,Bisexual,Female,Female,No,22,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,Somewhat scared,Very scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Extrovert,Yes
11/15/2020 23:08:03,23,Heterosexual,Male,Male,No,29,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,No,A little scared,Absolutely terrified,Doctoral Degree,3 - 5,"$50,001 - $80,000",Introvert,No
11/15/2020 23:08:17,47,Heterosexual,Male,Male,No,18,Right,No,Somewhat concerned,Marijuana,Left the way it is,10+,"I have had sex, but not recently, or not frequent enough to be monthly",No,Yes,No,Decently scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,Yes
11/15/2020 23:08:17,40,Queer,AFAB,Non-binary,Yes,20,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,"I have had sex, but not recently, or not frequent enough to be monthly",No,No,No,A little scared,Not at all scared,High School / GED Equivalent,1 - 2,"$10,001 - $30,000",Ambivert,Yes
11/15/2020 23:08:40,85,Heterosexual,Male,Male,No,18,Right,Yes,A little concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,I have never had sex,No,No,No,Not at all scared,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/15/2020 23:09:07,45,Homosexual,Male,Male,No,20,left libertarian,No,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Increased,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,Yes,Decently scared,Not Applicable,Master's Degree,3 - 5,"$10,001 - $30,000",Introvert,Yes
11/15/2020 23:10:01,35,Homosexual,Male,Female,Yes,31,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,10+,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Somewhat scared,A little scared,Master's Degree,10+,"$0 - $10,000",Introvert,Yes
11/15/2020 23:11:08,59,Heterosexual,Female,Female,No,23,Center,No,Very concerned,I don't think any of these drugs should be decriminalized,Left the way it is,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,No,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/15/2020 23:11:11,45,Heterosexual,Male,Male,No,26,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Not at all scared,A little scared,J D,6 - 10,"$50,001 - $80,000",Introvert,No
11/15/2020 23:12:31,56,Heterosexual,Female,Female,No,69,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,No,Not at all scared,Not at all scared,Associate's Degree (2 year),10+,"$10,001 - $30,000",Introvert,No
11/15/2020 23:12:48,96,Heterosexual,Male,Male,No,23,Left,No,Somewhat concerned,"Marijuana, Psychedelics",Left the way it is,1,I have never had sex,No,No,I don't know,Decently scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 23:12:56,84 =(,Heterosexual,Male,Male,No,18,Left,Maybe,Decently concerned,Marijuana,Lessened,5 - 7,I have never had sex,No,No,I don't know,Not at all scared,Not at all scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 23:13:03,12,Heterosexual,Male,Male,No,35,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,Yes,No,Decently scared,Decently scared,Bachelor's Degree (4 year),10+,"$50,001 - $80,000",Extrovert,No
11/15/2020 23:13:14,74,Asexual,Male,Male,No,26,Left,No,Very concerned,"Marijuana, Psychedelics",Abolished,5 - 7,I have never had sex,No,No,No,Not at all scared,Not at all scared,High School / GED Equivalent,6 - 10,"$30,001 - $50,000",Introvert,Yes
11/15/2020 23:14:20,58,Heterosexual,Male,Male,No,18,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,Yes,A little scared,Very scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/15/2020 23:15:41,43,Heterosexual,Female,Female,No,22,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Yes,No,Yes,A little scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,No
11/15/2020 23:15:45,93,Bisexual,Female,Female,No,21,Left,No,Decently concerned,Marijuana,Lessened,5 - 7,I have never had sex,Yes,No,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),6 - 10,"$0 - $10,000",Introvert,Maybe
11/15/2020 23:16:10,67,Bisexual,Male,Male,No,18,Center,Maybe,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Left the way it is,5 - 7,1 - 2 times,No,Yes,Yes,Not at all scared,Not at all scared,Doctoral Degree,1 - 2,"$0 - $10,000",Introvert,Yes
11/15/2020 23:16:23,44,Heterosexual,Female,Female,No,27,Left,No,Very concerned,I don't think any of these drugs should be decriminalized,Lessened,0,3 - 8 times,Maybe,No,I don't know,Somewhat scared,Absolutely terrified,Associate's Degree (2 year),1 - 2,"$30,001 - $50,000",Ambivert,Yes
11/15/2020 23:16:27,27,Bisexual,Female,Female,No,18,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,2 - 4,15 - 25 times,Maybe,Yes,Yes,Not at all scared,Absolutely terrified,High School / GED Equivalent,0 (I have never lived apart from my parents),"$10,001 - $30,000",Introvert,Maybe
11/15/2020 23:17:00,56,Heterosexual,Male,Male,No,19,Left,Yes,Somewhat concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,9 - 15 times,No,No,Yes,Not at all scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$10,001 - $30,000",Introvert,Yes
11/15/2020 23:17:06,92,Heterosexual,Male,Male,No,18,Center,No,Decently concerned,Marijuana,Left the way it is,5 - 7,I have never had sex,Yes,No,No,Somewhat scared,Very scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Maybe
11/15/2020 23:17:19,76,Heterosexual,Female,Female,No,24,Center,Yes,Decently concerned,Heroin & Other hard drugs,Lessened,1,I have never had sex,No,No,No,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$30,001 - $50,000",Introvert,Yes
11/15/2020 23:17:35,87,Bisexual,Female,Male,Maybe,18,Left,No,Very concerned,"Marijuana, Psychedelics",Lessened,5 - 7,I have never had sex,No,No,Yes,Decently scared,Not Applicable,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Introvert,Yes
11/15/2020 23:18:57,53,Bisexual,Male,Male,No,19,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,A little scared,Decently scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/15/2020 23:19:17,59,Homosexual,Male,Male,Yes,20,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,7 - 10,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,I don't know,A little scared,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,No
11/15/2020 23:19:26,40,Queer (ace and bi),Female,Female,No,24,Left,Yes,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,1,3 - 8 times,Maybe,No,Yes,Not at all scared,Not Applicable,Master's Degree,6 - 10,"$10,001 - $30,000",Ambivert,Maybe
11/15/2020 23:21:10,38,Heterosexual,Male,Male,No,21,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,5 - 7,3 - 8 times,Yes,Yes,No,Not at all scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Ambivert,Yes
11/15/2020 23:21:18,17,Homosexual,Female,Female,No,38,Left,No,Decently concerned,I don't think any of these drugs should be decriminalized,Lessened,1,1 - 2 times,Yes,Yes,No,A little scared,Not at all scared,Bachelor's Degree (4 year),10+,"$50,001 - $80,000",Introvert,No
11/15/2020 23:21:18,33,Heterosexual,Female,Female,No,26,Left,No,Very concerned,Marijuana,Lessened,0,3 - 8 times,Yes,No,No,Somewhat scared,Absolutely terrified,Bachelor's Degree (4 year),6 - 10,"$80,001 - $120,000",Extrovert,Yes
11/15/2020 23:22:05,55,Bisexual,Male,Male,No,18,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Maybe,No,Yes,Not at all scared,Not at all scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
11/15/2020 23:22:05,62,Heterosexual,Male,Male,No,25,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,7 - 10,I have never had sex,Yes,Yes,I don't know,Not at all scared,Not at all scared,Bachelor's Degree (4 year),3 - 5,"$0 - $10,000",Ambivert,Maybe
11/15/2020 23:24:05,38,Bisexual,Female,Female,No,19,Left,Maybe,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,7 - 10,3 - 8 times,Yes,Yes,No,Absolutely terrified,Absolutely terrified,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Introvert,Maybe
11/15/2020 23:24:35,55,Heterosexual,Female,Female,No,20,Left,No,Very concerned,Marijuana,Lessened,1,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,No,I don't know,A little scared,A little scared,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Extrovert,No
11/15/2020 23:24:45,34,Heterosexual,Male,Male,No,35,Unsure,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,2 - 4,1 - 2 times,Yes,No,No,Not at all scared,Decently scared,Some College,10+,"$30,001 - $50,000",Ambivert,Maybe
11/15/2020 23:25:13,50,Bisexual,Female,Female,No,23,Left,No,Very concerned,"Marijuana, Psychedelics",Left the way it is,0,"I have had sex, but not recently, or not frequent enough to be monthly",Yes,No,I don't know,Not at all scared,Absolutely terrified,Bachelor's Degree (4 year),6 - 10,"$0 - $10,000",Introvert,Yes
11/15/2020 23:25:56,93,Bisexual,Female,Male,Yes,27,Right,No,Somewhat concerned,I don't think any of these drugs should be decriminalized,Highly increased,5 - 7,I have never had sex,No,No,No,Not at all scared,Not Applicable,Master's Degree,6 - 10,"$30,001 - $50,000",Introvert,Yes
11/15/2020 23:26:02,40,Bisexual,Male,Male,No,24,Left,No,Very concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Lessened,5 - 7,3 - 8 times,Maybe,Yes,Yes,Not at all scared,Decently scared,Bachelor's Degree (4 year),3 - 5,"$50,001 - $80,000",Extrovert,Maybe
11/15/2020 23:26:48,38,Questioning,Female,Male,Yes,18,Left,No,Decently concerned,"Marijuana, Psychedelics, Heroin & Other hard drugs",Abolished,1,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,I don't know,Decently scared,A little scared,Bachelor's Degree (4 year),1 - 2,"$0 - $10,000",Ambivert,Maybe
11/15/2020 23:27:29,36,Bisexual,Female,Female,No,19,Left,No,Very concerned,Marijuana,Lessened,1,9 - 15 times,Yes,Yes,Yes,Absolutely terrified,Absolutely terrified,Bachelor's Degree (4 year),0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Maybe
11/15/2020 23:27:44,70,Bisexual,Male,Non-binary,No,18,Left,No,Decently concerned,"Marijuana, Psychedelics",Lessened,2 - 4,"I have had sex, but not recently, or not frequent enough to be monthly",Maybe,Yes,Yes,A little scared,Decently scared,High School / GED Equivalent,0 (I have never lived apart from my parents),"$0 - $10,000",Ambivert,Yes
